source,concept,synonym,year,docs
all,CIM,computing in memory,2017,2
all,CIM,process in memory,2017,1
all,CIM,compute in memory,2017,1
all,CIM,near memory computing,2017,1
all,CIM,CIM,2017,1
all,CIM,in memory computing,2018,113
all,CIM,memristor crossbar,2018,58
all,CIM,processing in memory,2018,54
all,CIM,PIM,2018,38
all,CIM,in memory computation,2018,16
all,CIM,computing in memory,2018,15
all,CIM,CIM,2018,8
all,CIM,compute in memory,2018,6
all,CIM,near memory computing,2018,4
all,CIM,analog in memory,2018,2
all,CIM,process in memory,2018,2
all,CIM,near memory processing,2018,2
all,CIM,in memory computing,2019,159
all,CIM,processing in memory,2019,112
all,CIM,PIM,2019,82
all,CIM,memristor crossbar,2019,52
all,CIM,computing in memory,2019,31
all,CIM,in memory computation,2019,18
all,CIM,CIM,2019,15
all,CIM,compute in memory,2019,10
all,CIM,near memory computing,2019,7
all,CIM,process in memory,2019,6
all,CIM,near memory processing,2019,5
all,CIM,analog in memory,2019,3
all,CIM,PNM,2019,2
all,CIM,in memory computing,2020,214
all,CIM,processing in memory,2020,92
all,CIM,PIM,2020,78
all,CIM,memristor crossbar,2020,47
all,CIM,CIM,2020,45
all,CIM,compute in memory,2020,39
all,CIM,computing in memory,2020,30
all,CIM,in memory computation,2020,28
all,CIM,analog in memory,2020,11
all,CIM,near memory computing,2020,10
all,CIM,near memory processing,2020,4
all,CIM,process in memory,2020,4
all,CIM,PNM,2020,2
all,CIM,in memory computing,2021,275
all,CIM,processing in memory,2021,123
all,CIM,PIM,2021,101
all,CIM,CIM,2021,93
all,CIM,computing in memory,2021,75
all,CIM,memristor crossbar,2021,68
all,CIM,compute in memory,2021,66
all,CIM,analog in memory,2021,20
all,CIM,in memory computation,2021,19
all,CIM,near memory computing,2021,9
all,CIM,near memory processing,2021,6
all,CIM,process in memory,2021,4
all,CIM,PNM,2021,1
all,CIM,in memory computing,2022,314
all,CIM,processing in memory,2022,175
all,CIM,PIM,2022,153
all,CIM,CIM,2022,126
all,CIM,computing in memory,2022,114
all,CIM,compute in memory,2022,70
all,CIM,memristor crossbar,2022,65
all,CIM,analog in memory,2022,36
all,CIM,in memory computation,2022,31
all,CIM,near memory computing,2022,10
all,CIM,process in memory,2022,7
all,CIM,near memory processing,2022,2
all,CIM,PNM,2022,2
all,CIM,in memory computing,2023,384
all,CIM,processing in memory,2023,151
all,CIM,CIM,2023,148
all,CIM,PIM,2023,126
all,CIM,compute in memory,2023,115
all,CIM,computing in memory,2023,113
all,CIM,memristor crossbar,2023,66
all,CIM,analog in memory,2023,56
all,CIM,in memory computation,2023,28
all,CIM,near memory computing,2023,22
all,CIM,near memory processing,2023,6
all,CIM,process in memory,2023,4
all,CIM,PNM,2023,2
all,CIM,in memory computing,2024,431
all,CIM,CIM,2024,216
all,CIM,processing in memory,2024,162
all,CIM,compute in memory,2024,154
all,CIM,PIM,2024,146
all,CIM,computing in memory,2024,139
all,CIM,memristor crossbar,2024,74
all,CIM,analog in memory,2024,53
all,CIM,in memory computation,2024,27
all,CIM,near memory computing,2024,17
all,CIM,near memory processing,2024,7
all,CIM,process in memory,2024,7
all,CIM,PNM,2024,3
all,CIM,in memory computing,2025,354
all,CIM,CIM,2025,212
all,CIM,processing in memory,2025,181
all,CIM,compute in memory,2025,173
all,CIM,PIM,2025,167
all,CIM,computing in memory,2025,138
all,CIM,memristor crossbar,2025,63
all,CIM,analog in memory,2025,51
all,CIM,in memory computation,2025,22
all,CIM,near memory computing,2025,19
all,CIM,near memory processing,2025,8
all,CIM,PNM,2025,6
all,CIM,process in memory,2025,6
all,CIM,in memory computing,2026,364
all,CIM,CIM,2026,235
all,CIM,compute in memory,2026,206
all,CIM,PIM,2026,139
all,CIM,computing in memory,2026,137
all,CIM,processing in memory,2026,137
all,CIM,analog in memory,2026,68
all,CIM,memristor crossbar,2026,57
all,CIM,near memory computing,2026,26
all,CIM,in memory computation,2026,18
all,CIM,PNM,2026,12
all,CIM,near memory processing,2026,7
all,CIM,process in memory,2026,2
all,CNT,carbon nanotube field effect transistor,2014,76
all,CNT,CNTFET,2014,34
all,CNT,carbon nanotube transistor,2014,32
all,CNT,CNFET,2014,14
all,CNT,carbon nanotube FET,2014,4
all,CNT,CNT FET,2014,4
all,CNT,CNT transistor,2014,2
all,CNT,carbon nanotube CMOS,2014,1
all,CNT,carbon nanotube field effect transistor,2015,65
all,CNT,CNTFET,2015,34
all,CNT,carbon nanotube transistor,2015,22
all,CNT,CNFET,2015,13
all,CNT,carbon nanotube FET,2015,6
all,CNT,CNT transistor,2015,2
all,CNT,CNT FET,2015,1
all,CNT,carbon nanotube field effect transistor,2016,61
all,CNT,carbon nanotube transistor,2016,23
all,CNT,CNTFET,2016,20
all,CNT,CNFET,2016,12
all,CNT,carbon nanotube FET,2016,4
all,CNT,CNT transistor,2016,2
all,CNT,CNT FET,2016,1
all,CNT,carbon nanotube field effect transistor,2017,55
all,CNT,CNTFET,2017,30
all,CNT,carbon nanotube transistor,2017,21
all,CNT,CNFET,2017,14
all,CNT,carbon nanotube FET,2017,2
all,CNT,carbon nanotube CMOS,2017,1
all,CNT,CNT transistor,2017,1
all,CNT,carbon nanotube field effect transistor,2018,82
all,CNT,CNTFET,2018,66
all,CNT,CNFET,2018,32
all,CNT,carbon nanotube transistor,2018,22
all,CNT,CNT FET,2018,7
all,CNT,carbon nanotube FET,2018,5
all,CNT,CNT transistor,2018,4
all,CNT,carbon nanotube field effect transistor,2019,104
all,CNT,CNTFET,2019,95
all,CNT,CNFET,2019,46
all,CNT,carbon nanotube transistor,2019,24
all,CNT,CNT FET,2019,13
all,CNT,carbon nanotube FET,2019,12
all,CNT,CNT transistor,2019,4
all,CNT,carbon nanotube CMOS,2019,1
all,CNT,carbon nanotube field effect transistor,2020,109
all,CNT,CNTFET,2020,87
all,CNT,CNFET,2020,38
all,CNT,carbon nanotube transistor,2020,16
all,CNT,CNT FET,2020,15
all,CNT,carbon nanotube FET,2020,12
all,CNT,CNT transistor,2020,4
all,CNT,carbon nanotube field effect transistor,2021,101
all,CNT,CNTFET,2021,99
all,CNT,CNFET,2021,36
all,CNT,carbon nanotube transistor,2021,24
all,CNT,carbon nanotube FET,2021,20
all,CNT,CNT FET,2021,16
all,CNT,CNT transistor,2021,3
all,CNT,carbon nanotube CMOS,2021,1
all,CNT,CNTFET,2022,83
all,CNT,carbon nanotube field effect transistor,2022,78
all,CNT,CNFET,2022,32
all,CNT,carbon nanotube transistor,2022,18
all,CNT,CNT FET,2022,11
all,CNT,carbon nanotube FET,2022,10
all,CNT,CNT transistor,2022,4
all,CNT,CNTFET,2023,128
all,CNT,carbon nanotube field effect transistor,2023,119
all,CNT,CNFET,2023,21
all,CNT,CNT FET,2023,21
all,CNT,carbon nanotube transistor,2023,19
all,CNT,carbon nanotube FET,2023,6
all,CNT,CNT transistor,2023,4
all,CNT,carbon nanotube field effect transistor,2024,116
all,CNT,CNTFET,2024,102
all,CNT,CNFET,2024,29
all,CNT,CNT FET,2024,29
all,CNT,carbon nanotube transistor,2024,22
all,CNT,carbon nanotube FET,2024,12
all,CNT,CNT transistor,2024,4
all,CNT,carbon nanotube CMOS,2024,1
all,CNT,CNTFET,2025,143
all,CNT,carbon nanotube field effect transistor,2025,139
all,CNT,CNT FET,2025,34
all,CNT,CNFET,2025,30
all,CNT,carbon nanotube transistor,2025,30
all,CNT,carbon nanotube FET,2025,15
all,CNT,CNT transistor,2025,9
all,CNT,carbon nanotube field effect transistor,2026,88
all,CNT,CNTFET,2026,80
all,CNT,CNT FET,2026,21
all,CNT,carbon nanotube transistor,2026,14
all,CNT,CNFET,2026,12
all,CNT,carbon nanotube FET,2026,10
all,CNT,CNT transistor,2026,5
all,CNT,carbon nanotube CMOS,2026,1
all,CPO,silicon photonics,2014,114
all,CPO,photonic integrated circuit,2014,101
all,CPO,optical interconnect,2014,26
all,CPO,PIC,2014,12
all,CPO,optical interposer,2014,4
all,CPO,photonic interconnect,2014,2
all,CPO,optical I/O,2014,2
all,CPO,CPO,2014,1
all,CPO,silicon photonics,2015,147
all,CPO,photonic integrated circuit,2015,81
all,CPO,optical interconnect,2015,20
all,CPO,PIC,2015,7
all,CPO,optical I/O,2015,5
all,CPO,optical interposer,2015,4
all,CPO,photonic interconnect,2015,1
all,CPO,silicon photonics,2016,161
all,CPO,photonic integrated circuit,2016,126
all,CPO,PIC,2016,19
all,CPO,optical interconnect,2016,15
all,CPO,photonic interconnect,2016,5
all,CPO,optical I/O,2016,2
all,CPO,optical interposer,2016,1
all,CPO,CPO,2016,1
all,CPO,silicon photonics,2017,188
all,CPO,photonic integrated circuit,2017,114
all,CPO,optical interconnect,2017,22
all,CPO,PIC,2017,15
all,CPO,optical interposer,2017,3
all,CPO,optical I/O,2017,1
all,CPO,photonic interconnect,2017,1
all,CPO,silicon photonics,2018,244
all,CPO,photonic integrated circuit,2018,196
all,CPO,PIC,2018,51
all,CPO,optical interconnect,2018,43
all,CPO,optical I/O,2018,4
all,CPO,photonic interconnect,2018,3
all,CPO,CPO,2018,3
all,CPO,optical interposer,2018,2
all,CPO,photonic integrated circuit,2019,324
all,CPO,silicon photonics,2019,321
all,CPO,PIC,2019,127
all,CPO,optical interconnect,2019,46
all,CPO,photonic interconnect,2019,7
all,CPO,optical I/O,2019,6
all,CPO,CPO,2019,3
all,CPO,optical interposer,2019,3
all,CPO,photonic chiplet,2019,1
all,CPO,silicon photonics,2020,303
all,CPO,photonic integrated circuit,2020,272
all,CPO,PIC,2020,97
all,CPO,optical interconnect,2020,51
all,CPO,photonic interconnect,2020,4
all,CPO,CPO,2020,4
all,CPO,optical I/O,2020,3
all,CPO,photonic chiplet,2020,1
all,CPO,photonic integrated circuit,2021,317
all,CPO,silicon photonics,2021,299
all,CPO,PIC,2021,118
all,CPO,optical interconnect,2021,50
all,CPO,co packaged optics,2021,7
all,CPO,photonic interconnect,2021,6
all,CPO,optical I/O,2021,5
all,CPO,CPO,2021,5
all,CPO,optical interposer,2021,2
all,CPO,photonic chiplet,2021,1
all,CPO,photonic integrated circuit,2022,410
all,CPO,silicon photonics,2022,338
all,CPO,PIC,2022,152
all,CPO,optical interconnect,2022,50
all,CPO,co packaged optics,2022,20
all,CPO,CPO,2022,12
all,CPO,photonic interconnect,2022,9
all,CPO,optical I/O,2022,8
all,CPO,photonic chiplet,2022,2
all,CPO,optical interposer,2022,2
all,CPO,photonic integrated circuit,2023,474
all,CPO,silicon photonics,2023,360
all,CPO,PIC,2023,198
all,CPO,optical interconnect,2023,61
all,CPO,co packaged optics,2023,19
all,CPO,CPO,2023,8
all,CPO,photonic interconnect,2023,5
all,CPO,photonic chiplet,2023,5
all,CPO,optical I/O,2023,5
all,CPO,optical interposer,2023,3
all,CPO,photonic integrated circuit,2024,522
all,CPO,silicon photonics,2024,311
all,CPO,PIC,2024,224
all,CPO,optical interconnect,2024,48
all,CPO,co packaged optics,2024,28
all,CPO,CPO,2024,21
all,CPO,optical I/O,2024,8
all,CPO,photonic chiplet,2024,7
all,CPO,photonic interconnect,2024,5
all,CPO,optical interposer,2024,2
all,CPO,photonic integrated circuit,2025,529
all,CPO,silicon photonics,2025,319
all,CPO,PIC,2025,230
all,CPO,optical interconnect,2025,68
all,CPO,co packaged optics,2025,46
all,CPO,CPO,2025,32
all,CPO,optical I/O,2025,15
all,CPO,photonic interconnect,2025,9
all,CPO,photonic chiplet,2025,2
all,CPO,optical interposer,2025,1
all,CPO,photonic integrated circuit,2026,493
all,CPO,silicon photonics,2026,296
all,CPO,PIC,2026,212
all,CPO,optical interconnect,2026,100
all,CPO,co packaged optics,2026,73
all,CPO,CPO,2026,56
all,CPO,photonic interconnect,2026,25
all,CPO,optical I/O,2026,19
all,CPO,photonic chiplet,2026,8
all,CPO,optical interposer,2026,3
all,Chiplet,system in package,2014,11
all,Chiplet,SiP,2014,9
all,Chiplet,multi chip module,2014,8
all,Chiplet,MCM,2014,6
all,Chiplet,multi die,2014,6
all,Chiplet,chiplet,2014,2
all,Chiplet,SiP,2015,11
all,Chiplet,MCM,2015,8
all,Chiplet,system in package,2015,8
all,Chiplet,multi die,2015,3
all,Chiplet,chiplet,2015,3
all,Chiplet,multi chip module,2015,2
all,Chiplet,MCM,2016,2
all,Chiplet,system in package,2016,2
all,Chiplet,multi die,2016,1
all,Chiplet,SiP,2016,1
all,Chiplet,SiP,2017,20
all,Chiplet,system in package,2017,10
all,Chiplet,MCM,2017,7
all,Chiplet,multi die,2017,7
all,Chiplet,multi chip module,2017,4
all,Chiplet,chiplet,2017,3
all,Chiplet,SiP,2018,50
all,Chiplet,system in package,2018,33
all,Chiplet,MCM,2018,15
all,Chiplet,multi die,2018,13
all,Chiplet,chiplet,2018,13
all,Chiplet,multi chip module,2018,11
all,Chiplet,SiP,2019,75
all,Chiplet,system in package,2019,53
all,Chiplet,MCM,2019,49
all,Chiplet,chiplet,2019,44
all,Chiplet,multi chip module,2019,35
all,Chiplet,multi die,2019,22
all,Chiplet,die to die interconnect,2019,1
all,Chiplet,chiplet,2020,89
all,Chiplet,SiP,2020,62
all,Chiplet,system in package,2020,43
all,Chiplet,MCM,2020,34
all,Chiplet,multi chip module,2020,21
all,Chiplet,multi die,2020,17
all,Chiplet,die to die interconnect,2020,2
all,Chiplet,chiplet,2021,126
all,Chiplet,SiP,2021,61
all,Chiplet,system in package,2021,46
all,Chiplet,MCM,2021,39
all,Chiplet,multi die,2021,27
all,Chiplet,multi chip module,2021,24
all,Chiplet,die to die interconnect,2021,4
all,Chiplet,disaggregated SoC,2021,1
all,Chiplet,D2D interconnect,2021,1
all,Chiplet,chiplet,2022,153
all,Chiplet,SiP,2022,48
all,Chiplet,MCM,2022,34
all,Chiplet,system in package,2022,32
all,Chiplet,multi chip module,2022,23
all,Chiplet,multi die,2022,22
all,Chiplet,die to die interconnect,2022,1
all,Chiplet,D2D interconnect,2022,1
all,Chiplet,chiplet,2023,316
all,Chiplet,SiP,2023,82
all,Chiplet,system in package,2023,64
all,Chiplet,multi die,2023,35
all,Chiplet,MCM,2023,32
all,Chiplet,multi chip module,2023,25
all,Chiplet,die to die interconnect,2023,9
all,Chiplet,D2D interconnect,2023,2
all,Chiplet,disaggregated design,2023,1
all,Chiplet,chiplet,2024,438
all,Chiplet,SiP,2024,103
all,Chiplet,system in package,2024,78
all,Chiplet,multi die,2024,42
all,Chiplet,MCM,2024,32
all,Chiplet,multi chip module,2024,24
all,Chiplet,die to die interconnect,2024,12
all,Chiplet,D2D interconnect,2024,4
all,Chiplet,chiplet,2025,619
all,Chiplet,SiP,2025,99
all,Chiplet,system in package,2025,72
all,Chiplet,multi die,2025,49
all,Chiplet,MCM,2025,38
all,Chiplet,multi chip module,2025,28
all,Chiplet,die to die interconnect,2025,18
all,Chiplet,D2D interconnect,2025,2
all,Chiplet,disaggregated design,2025,1
all,Chiplet,chiplet,2026,472
all,Chiplet,SiP,2026,50
all,Chiplet,system in package,2026,42
all,Chiplet,multi die,2026,39
all,Chiplet,multi chip module,2026,23
all,Chiplet,MCM,2026,21
all,Chiplet,die to die interconnect,2026,16
all,Chiplet,D2D interconnect,2026,1
all,CoWoS,CoWoS,2014,1
all,CoWoS,CoWoS,2015,1
all,CoWoS,chip on wafer on substrate,2015,1
all,CoWoS,CoWoS,2017,3
all,CoWoS,chip on wafer on substrate,2017,1
all,CoWoS,CoWoS,2019,5
all,CoWoS,chip on wafer on substrate,2019,3
all,CoWoS,chip on wafer on substrate,2020,6
all,CoWoS,CoWoS,2020,6
all,CoWoS,CoWoS,2021,11
all,CoWoS,chip on wafer on substrate,2021,7
all,CoWoS,CoWoS,2022,8
all,CoWoS,chip on wafer on substrate,2022,4
all,CoWoS,CoWoS,2023,11
all,CoWoS,chip on wafer on substrate,2023,6
all,CoWoS,CoWoS,2024,23
all,CoWoS,chip on wafer on substrate,2024,11
all,CoWoS,CoWoS,2025,30
all,CoWoS,chip on wafer on substrate,2025,12
all,CoWoS,CoWoS,2026,16
all,CoWoS,chip on wafer on substrate,2026,6
all,CompLitho,OPC,2014,5
all,CompLitho,source mask optimization,2014,3
all,CompLitho,SMO,2014,3
all,CompLitho,mask optimization,2014,2
all,CompLitho,computational lithography,2014,2
all,CompLitho,inverse lithography,2014,2
all,CompLitho,resolution enhancement technique,2014,1
all,CompLitho,RET,2014,1
all,CompLitho,ILT,2014,1
all,CompLitho,optical proximity correction,2014,1
all,CompLitho,OPC,2015,6
all,CompLitho,computational lithography,2015,4
all,CompLitho,inverse lithography,2015,4
all,CompLitho,source mask optimization,2015,2
all,CompLitho,mask optimization,2015,2
all,CompLitho,resolution enhancement technique,2015,1
all,CompLitho,RET,2015,1
all,CompLitho,OPC,2016,3
all,CompLitho,mask optimization,2016,3
all,CompLitho,RET,2016,3
all,CompLitho,inverse lithography,2016,2
all,CompLitho,computational lithography,2016,2
all,CompLitho,optical proximity correction,2016,2
all,CompLitho,optical proximity correction,2017,4
all,CompLitho,OPC,2017,4
all,CompLitho,RET,2017,3
all,CompLitho,mask optimization,2017,1
all,CompLitho,resolution enhancement technique,2017,1
all,CompLitho,OPC,2018,13
all,CompLitho,optical proximity correction,2018,8
all,CompLitho,inverse lithography,2018,7
all,CompLitho,SMO,2018,7
all,CompLitho,ILT,2018,5
all,CompLitho,RET,2018,5
all,CompLitho,mask optimization,2018,4
all,CompLitho,source mask optimization,2018,3
all,CompLitho,computational lithography,2018,2
all,CompLitho,resolution enhancement technique,2018,2
all,CompLitho,OPC,2019,31
all,CompLitho,RET,2019,22
all,CompLitho,optical proximity correction,2019,20
all,CompLitho,SMO,2019,14
all,CompLitho,mask optimization,2019,9
all,CompLitho,inverse lithography,2019,7
all,CompLitho,source mask optimization,2019,6
all,CompLitho,resolution enhancement technique,2019,6
all,CompLitho,ILT,2019,6
all,CompLitho,computational lithography,2019,6
all,CompLitho,OPC,2020,40
all,CompLitho,SMO,2020,21
all,CompLitho,RET,2020,19
all,CompLitho,optical proximity correction,2020,19
all,CompLitho,computational lithography,2020,12
all,CompLitho,inverse lithography,2020,9
all,CompLitho,ILT,2020,9
all,CompLitho,resolution enhancement technique,2020,8
all,CompLitho,source mask optimization,2020,7
all,CompLitho,mask optimization,2020,7
all,CompLitho,OPC,2021,32
all,CompLitho,SMO,2021,26
all,CompLitho,optical proximity correction,2021,16
all,CompLitho,RET,2021,15
all,CompLitho,inverse lithography,2021,12
all,CompLitho,mask optimization,2021,11
all,CompLitho,ILT,2021,11
all,CompLitho,computational lithography,2021,11
all,CompLitho,resolution enhancement technique,2021,7
all,CompLitho,source mask optimization,2021,7
all,CompLitho,OPC,2022,33
all,CompLitho,SMO,2022,24
all,CompLitho,RET,2022,18
all,CompLitho,optical proximity correction,2022,16
all,CompLitho,inverse lithography,2022,13
all,CompLitho,ILT,2022,12
all,CompLitho,mask optimization,2022,10
all,CompLitho,source mask optimization,2022,8
all,CompLitho,resolution enhancement technique,2022,7
all,CompLitho,computational lithography,2022,7
all,CompLitho,OPC,2023,58
all,CompLitho,optical proximity correction,2023,36
all,CompLitho,inverse lithography,2023,26
all,CompLitho,SMO,2023,25
all,CompLitho,RET,2023,23
all,CompLitho,ILT,2023,23
all,CompLitho,computational lithography,2023,15
all,CompLitho,resolution enhancement technique,2023,11
all,CompLitho,source mask optimization,2023,10
all,CompLitho,mask optimization,2023,8
all,CompLitho,OPC,2024,63
all,CompLitho,optical proximity correction,2024,46
all,CompLitho,inverse lithography,2024,35
all,CompLitho,ILT,2024,34
all,CompLitho,SMO,2024,23
all,CompLitho,computational lithography,2024,20
all,CompLitho,RET,2024,16
all,CompLitho,mask optimization,2024,16
all,CompLitho,resolution enhancement technique,2024,10
all,CompLitho,source mask optimization,2024,6
all,CompLitho,OPC,2025,18
all,CompLitho,ILT,2025,15
all,CompLitho,inverse lithography,2025,14
all,CompLitho,optical proximity correction,2025,11
all,CompLitho,RET,2025,10
all,CompLitho,mask optimization,2025,9
all,CompLitho,computational lithography,2025,5
all,CompLitho,resolution enhancement technique,2025,4
all,CompLitho,SMO,2025,3
all,CompLitho,source mask optimization,2025,1
all,CompLitho,OPC,2026,46
all,CompLitho,optical proximity correction,2026,33
all,CompLitho,ILT,2026,29
all,CompLitho,inverse lithography,2026,26
all,CompLitho,mask optimization,2026,21
all,CompLitho,computational lithography,2026,18
all,CompLitho,SMO,2026,15
all,CompLitho,source mask optimization,2026,8
all,CompLitho,RET,2026,8
all,CompLitho,resolution enhancement technique,2026,4
all,Cryo,cryogenic CMOS,2014,1
all,Cryo,cryogenic CMOS,2016,4
all,Cryo,cryo CMOS,2016,2
all,Cryo,cryogenic CMOS,2017,3
all,Cryo,cryogenic control electronics,2017,3
all,Cryo,cryogenic electronics,2017,2
all,Cryo,cryo CMOS,2017,2
all,Cryo,cryogenic transistor,2017,1
